coding_consistency,assessment_score,project_quality,github_authenticity,defense_score,projects_completed,verified
47,49,89,61,23,1,0
40,31,57,74,53,4,0
73,95,92,62,52,6,1
37,95,95,78,23,0,0
55,48,33,62,63,2,0
64,35,40,100,95,4,1
92,97,29,97,50,5,1
72,36,47,57,99,0,0
49,59,67,82,85,5,1
79,87,81,73,77,3,1
51,92,75,84,79,0,1
86,81,37,39,21,4,0
86,37,48,43,55,5,0
47,47,35,65,89,3,0
63,63,76,63,79,5,1
98,36,41,47,42,2,0
60,58,61,45,66,1,0
82,95,37,66,65,5,1
42,99,86,70,99,2,1
94,55,32,54,63,1,0
67,86,80,37,38,1,0
51,37,94,47,68,4,0
76,55,68,97,77,6,1
52,26,84,77,26,3,0
43,39,65,99,60,6,0
58,81,45,96,97,3,1
53,99,66,47,34,0,0
75,58,98,47,95,2,1
47,92,98,85,72,4,1
56,99,53,52,42,5,0
26,53,89,64,96,2,0
87,90,41,35,92,5,1
56,40,54,55,84,6,0
75,63,50,90,79,5,1
84,61,77,44,29,6,0
84,45,43,61,77,6,0
66,68,77,41,66,5,1
39,43,41,34,34,0,0
38,95,70,93,28,6,1
48,32,77,100,32,0,0
93,90,88,56,42,4,1
79,65,69,74,52,0,0
37,99,73,64,28,4,0
54,94,43,55,22,0,0
62,85,95,52,92,3,1
30,50,89,42,44,4,0
68,95,61,32,90,3,1
57,94,94,58,55,6,1
83,53,50,95,39,3,0
88,90,26,93,100,4,1
27,43,83,57,73,2,0
53,92,29,65,38,6,0
67,82,61,35,79,6,1
75,94,55,40,56,1,0
95,81,100,67,22,0,1
84,61,72,63,38,5,0
50,85,30,96,72,0,0
23,54,39,75,65,5,0
69,95,39,58,99,2,1
88,97,85,89,75,1,1
49,49,40,83,89,2,0
78,89,44,98,50,1,1
86,30,68,38,72,4,0
94,42,66,39,53,4,0
64,34,70,97,50,5,0
23,35,58,87,79,3,0
45,89,88,81,30,3,1
46,89,53,63,25,5,0
65,76,27,64,46,4,0
83,91,33,62,26,5,0
70,55,99,61,68,3,1
69,41,99,84,91,5,1
25,79,49,37,79,4,0
78,60,66,75,52,2,0
34,50,70,43,66,0,0
49,77,97,37,63,4,1
61,41,83,100,98,5,1
56,49,45,83,46,4,0
61,26,98,50,41,4,0
54,29,46,43,66,3,0
25,28,53,31,67,5,0
87,60,87,90,49,3,1
37,30,97,46,21,5,0
92,45,85,77,34,3,1
48,50,88,37,66,3,0
96,79,93,85,46,2,1
78,63,64,46,90,4,1
66,57,99,98,46,2,1
36,38,25,41,32,3,0
41,80,89,67,74,2,1
87,45,86,47,36,6,0
88,70,78,55,94,6,1
56,40,84,66,78,4,0
68,40,70,99,29,4,0
32,53,29,70,52,3,0
53,32,46,71,97,4,0
72,27,77,70,56,2,0
70,43,94,76,27,1,0
22,90,56,43,52,4,0
61,98,35,30,26,2,0
51,46,34,46,53,6,0
70,70,63,84,90,6,1
65,37,55,82,26,2,0
40,57,36,60,60,6,0
63,29,62,91,74,2,0
30,51,91,37,26,4,0
87,48,90,59,37,1,0
20,91,76,95,62,3,1
82,87,29,74,97,3,1
43,72,35,47,59,4,0
32,87,49,74,72,4,0
30,36,59,48,33,6,0
70,52,59,97,40,0,0
36,68,46,79,76,5,0
43,67,61,54,65,1,0
38,41,79,67,45,2,0
56,64,99,65,43,5,1
27,73,96,97,24,2,0
47,81,88,85,61,5,1
24,88,44,68,62,3,0
36,99,28,92,51,5,0
55,81,42,36,25,4,0
38,98,75,87,93,1,1
83,98,92,88,86,3,1
30,94,44,77,26,6,0
73,100,33,34,48,5,0
64,67,50,65,53,1,0
66,47,49,54,26,4,0
31,51,92,74,100,6,1
40,82,65,48,96,2,1
30,61,83,36,77,6,0
24,30,69,87,50,0,0
100,89,65,95,92,1,1
75,30,62,68,64,2,0
39,74,43,47,66,1,0
60,46,38,30,96,1,0
65,49,45,92,100,1,1
31,96,39,32,91,4,0
89,75,27,50,92,3,1
36,72,61,59,92,1,0
38,94,70,40,59,4,0
45,89,40,51,49,0,0
67,84,38,86,81,3,1
71,70,33,32,90,4,0
89,60,31,59,36,6,0
74,82,38,74,24,0,0
94,100,30,65,100,6,1
52,62,39,93,20,3,0
81,35,76,83,99,4,1
42,36,96,97,100,0,1
34,66,58,79,50,4,0
46,63,25,60,54,0,0
94,95,93,58,91,1,1
83,35,44,88,49,1,0
100,60,31,65,34,3,0
70,76,31,96,75,0,0
72,55,74,40,79,1,0
97,57,26,40,46,3,0
70,37,71,55,21,2,0
66,42,38,82,93,1,0
23,65,55,43,83,1,0
26,82,74,93,24,5,0
54,80,85,39,87,4,1
67,48,65,60,32,2,0
92,97,38,65,100,0,1
91,55,29,39,42,3,0
64,79,99,55,69,2,1
100,34,29,49,98,0,0
100,84,88,73,97,1,1
91,26,53,91,92,6,1
38,39,99,38,56,5,0
82,27,29,100,49,6,0
57,67,60,53,42,3,0
86,55,43,41,53,3,0
78,94,88,89,83,2,1
88,91,46,45,74,4,1
32,80,58,58,90,0,0
66,87,80,61,28,5,1
80,99,41,64,23,5,0
50,39,100,72,85,6,1
99,34,80,82,52,2,1
41,62,41,49,51,4,0
62,71,98,37,63,4,1
86,81,42,71,56,4,1
73,74,69,99,86,3,1
29,95,80,45,79,0,0
61,39,74,98,78,0,1
83,42,82,82,55,6,1
40,26,42,74,68,2,0
99,67,31,80,70,1,1
95,50,100,35,27,2,0
85,95,34,62,69,0,1
60,62,93,44,60,6,1
43,66,27,43,57,3,0
54,29,68,68,97,2,0
75,35,94,92,98,6,1
49,89,38,34,74,1,0
76,58,28,81,87,5,1
66,25,42,45,37,2,0
54,26,76,67,84,6,0
38,44,62,82,83,4,0
27,85,44,82,31,1,0
45,45,68,75,60,4,0
90,92,75,44,61,3,1
49,36,43,88,79,0,0
26,46,92,79,69,2,0
86,44,90,38,100,6,1
84,25,37,55,55,2,0
55,54,86,32,67,4,0
44,48,85,76,90,4,1
56,38,54,34,92,0,0
20,60,54,91,27,6,0
34,93,75,34,44,2,0
56,99,72,39,26,6,0
32,48,57,92,27,0,0
27,84,98,54,100,4,1
24,79,43,73,95,5,0
79,48,95,54,50,6,1
92,48,81,59,31,4,0
20,78,43,43,76,1,0
55,50,65,72,85,4,1
54,90,66,57,31,4,0
85,62,76,48,46,6,1
82,89,28,71,65,5,1
42,99,28,49,26,0,0
28,75,29,40,80,1,0
53,59,65,83,77,1,0
65,67,85,53,77,2,1
97,53,99,99,32,5,1
23,61,79,46,72,3,0
49,82,99,57,84,2,1
94,78,37,79,68,2,1
91,63,38,84,54,2,0
22,66,84,39,36,1,0
33,52,96,50,91,0,0
79,53,49,87,86,6,1
96,67,68,63,29,4,0
64,27,34,72,53,1,0
53,34,95,40,23,4,0
64,83,74,62,48,4,1
80,38,68,87,65,3,1
35,100,38,75,94,6,1
85,71,39,90,65,2,1
59,66,40,91,96,3,1
36,56,26,30,78,2,0
53,56,54,50,80,1,0
35,66,54,91,87,4,1
79,56,55,93,85,3,1
85,50,44,85,53,5,0
85,25,73,30,24,1,0
32,80,59,50,28,1,0
75,26,47,51,39,5,0
50,54,85,83,40,2,0
53,95,79,33,36,4,0
58,76,91,94,31,2,1
86,33,32,80,86,2,0
27,46,64,92,24,1,0
97,58,83,44,79,2,1
74,73,56,65,72,0,0
46,25,31,58,71,5,0
72,97,26,81,97,6,1
58,77,30,75,67,5,0
84,64,60,98,38,4,1
36,69,56,58,36,5,0
49,92,69,76,73,2,1
72,33,66,54,87,2,0
32,46,77,45,54,3,0
40,42,33,70,60,4,0
38,100,99,94,32,4,1
72,67,99,98,52,5,1
38,63,73,49,34,2,0
76,97,26,98,82,0,1
44,30,91,65,34,3,0
50,72,35,87,50,0,0
100,31,74,77,47,2,0
74,93,59,31,29,4,0
42,40,39,58,76,4,0
51,25,99,45,90,6,0
81,61,55,64,52,0,0
93,61,86,91,26,6,1
29,88,52,33,24,6,0
91,86,49,97,99,1,1
73,96,49,80,76,2,1
71,85,99,62,91,4,1
39,57,25,53,59,5,0
51,90,83,54,47,1,0
33,54,93,57,55,4,0
69,44,98,36,75,5,1
47,84,66,65,66,4,1
72,98,58,39,90,1,1
43,48,90,65,59,0,0
98,28,42,47,78,2,0
41,61,29,35,62,6,0
49,28,44,36,85,1,0
82,42,90,41,28,1,0
23,90,99,70,25,6,0
96,72,86,92,84,4,1
78,57,56,54,22,5,0
27,82,82,82,93,6,1
31,97,74,62,56,1,0
50,52,62,35,52,2,0
97,59,79,91,28,6,1
53,34,52,95,72,6,0
94,89,98,38,96,0,1
95,66,46,96,70,5,1
68,33,67,45,90,0,0
98,84,60,84,45,0,1
76,39,76,69,35,2,0
45,81,60,55,59,4,0
37,93,52,67,70,5,0
57,46,82,64,58,5,0
100,88,60,97,74,6,1
69,65,94,88,55,2,1
27,95,33,43,84,5,0
60,80,45,76,96,1,1
25,47,88,100,64,3,0
88,49,100,71,28,6,1
63,30,85,80,56,3,0
83,58,64,48,20,3,0
48,87,80,95,85,0,1
47,33,28,76,82,5,0
30,84,55,94,62,6,1
84,73,51,71,47,2,0
38,75,82,67,50,5,0
28,84,49,42,88,2,0
46,94,93,73,27,5,1
53,61,94,53,53,6,1
63,55,29,59,68,6,0
87,65,32,99,77,0,1
34,86,33,67,94,6,0
70,82,39,52,66,1,0
32,38,31,86,44,3,0
68,60,96,52,22,3,0
89,60,39,65,64,5,0
75,32,61,86,71,0,0
95,50,63,30,53,3,0
70,60,30,32,88,5,0
56,72,81,43,27,6,0
36,52,43,63,46,4,0
77,92,87,99,99,5,1
48,86,55,98,82,2,1
52,100,99,80,44,3,1
79,75,34,58,77,3,0
74,66,91,77,67,4,1
29,53,86,45,20,6,0
66,34,27,86,27,1,0
42,63,42,39,40,5,0
40,25,49,48,97,1,0
32,63,44,96,48,5,0
52,45,82,65,49,4,0
43,89,74,33,22,1,0
30,39,34,62,26,0,0
36,28,45,57,30,4,0
87,84,53,38,51,6,1
66,85,34,35,78,5,0
44,44,37,78,31,2,0
92,34,71,51,98,6,1
40,58,47,77,57,6,0
31,72,74,50,43,2,0
56,57,28,62,84,2,0
61,85,91,85,37,5,1
36,34,77,58,65,6,0
67,78,26,82,75,3,0
47,89,92,69,82,4,1
60,25,89,47,26,4,0
66,29,81,76,85,1,0
37,39,94,42,59,4,0
97,52,31,56,73,6,0
90,47,43,91,50,4,0
32,41,68,74,71,6,0
32,37,87,32,50,1,0
50,38,89,51,53,4,0
21,35,63,56,26,4,0
35,52,50,84,35,0,0
28,66,68,96,41,5,0
92,85,36,62,72,1,1
57,88,46,31,36,0,0
94,55,38,75,23,3,0
73,97,54,62,80,1,1
75,34,68,87,71,6,1
64,32,62,36,54,5,0
53,45,83,44,63,4,0
28,83,66,55,34,6,0
27,74,76,40,80,4,0
26,93,87,67,63,0,0
55,94,85,56,40,0,0
37,54,58,36,96,3,0
22,41,63,30,66,3,0
47,99,65,50,94,5,1
89,44,61,59,68,4,0
63,72,89,37,72,6,1
40,97,56,32,46,2,0
47,26,32,84,50,6,0
73,61,42,44,63,3,0
73,25,69,65,51,4,0
84,28,57,35,49,6,0
40,78,29,71,37,6,0
32,49,98,79,82,3,1
76,27,60,47,35,6,0
68,33,47,79,54,6,0
73,100,64,59,81,1,1
29,98,29,68,28,0,0
72,58,58,41,81,4,0
63,67,48,88,58,6,1
66,98,41,73,70,3,1
72,46,95,33,29,0,0
93,94,46,65,71,6,1
65,26,39,77,31,6,0
32,90,39,43,91,2,0
56,56,49,78,81,3,0
43,40,77,96,22,4,0
21,100,45,38,30,1,0
100,25,90,50,27,0,0
33,96,56,45,42,0,0
29,72,45,45,29,1,0
54,74,92,57,37,4,0
44,37,68,80,95,5,0
22,39,90,85,58,2,0
36,77,38,86,45,5,0
31,68,39,81,30,6,0
73,32,44,75,29,1,0
43,98,58,67,22,2,0
48,70,60,77,81,4,1
62,93,33,70,90,3,1
44,43,95,88,80,3,1
79,62,54,96,23,5,0
84,35,87,95,80,4,1
47,67,59,56,27,2,0
35,44,37,61,32,5,0
66,44,70,85,31,1,0
100,45,80,39,54,5,1
77,81,33,69,73,4,1
95,74,60,46,70,6,1
46,98,27,87,62,4,0
72,50,43,35,85,3,0
61,54,52,68,34,1,0
78,97,47,47,68,3,1
66,55,31,71,53,2,0
53,66,100,33,58,2,0
56,92,38,49,45,0,0
25,85,70,57,88,4,1
26,85,39,69,67,1,0
44,94,91,94,70,1,1
52,92,39,73,23,3,0
74,41,75,52,46,5,0
77,43,32,86,61,5,0
26,75,93,76,75,3,1
76,94,86,42,88,6,1
31,87,75,45,37,5,0
35,99,87,84,80,1,1
99,54,92,94,23,3,1
62,49,40,45,20,5,0
96,99,48,66,69,0,1
26,95,30,81,89,4,0
70,50,81,39,39,0,0
92,80,55,67,39,5,1
51,46,30,73,65,2,0
94,43,53,83,46,1,0
27,55,91,80,45,0,0
91,50,99,81,51,0,1
64,66,27,99,29,3,0
78,65,52,88,31,3,0
23,47,98,42,93,3,0
86,71,72,70,43,5,1
48,37,34,41,70,6,0
48,90,57,79,57,6,1
47,90,91,86,65,2,1
96,40,93,79,27,0,0
98,97,36,86,74,4,1
63,52,81,83,97,3,1
23,59,68,95,50,2,0
28,65,37,37,35,5,0
24,55,48,92,39,2,0
75,56,68,38,57,3,0
69,78,81,89,34,1,1
94,96,40,92,97,0,1
34,83,45,32,95,3,0
51,65,100,42,53,4,0
47,90,75,38,91,0,1
41,78,45,81,38,2,0
36,64,84,91,88,6,1
78,52,75,37,82,4,1
90,61,45,74,96,0,1
76,89,30,82,51,4,0
45,98,97,92,56,2,1
44,79,89,86,85,3,1
29,28,100,83,26,6,0
64,34,82,48,67,4,0
30,71,30,96,30,3,0
96,99,89,75,94,6,1
72,38,58,39,50,2,0
91,62,80,47,63,6,1
87,36,99,41,64,2,1
47,69,27,78,91,4,0
94,41,66,52,75,4,1
84,59,86,91,51,2,1
68,90,30,40,40,4,0
66,99,30,85,50,4,1
71,65,87,84,20,4,0
73,91,44,54,96,5,1
79,53,45,38,30,4,0
76,42,26,41,87,0,0
66,44,80,40,55,2,0
50,38,34,67,98,2,0
65,58,94,57,78,1,1
45,73,47,37,86,3,0
24,78,54,76,75,1,0
71,55,61,65,70,4,0
94,82,79,79,48,4,1
73,66,73,38,21,6,0
52,82,58,89,25,0,0
69,54,68,96,50,0,0
57,49,46,82,73,0,0
46,87,55,46,59,0,0
34,43,31,82,36,0,0
80,96,45,57,24,0,0
40,32,40,92,21,0,0
65,27,44,44,77,0,0
88,91,67,48,31,6,1
25,41,68,99,24,5,0
57,38,71,76,79,0,0
81,33,43,100,60,2,0
81,86,72,77,39,0,1
97,45,93,49,91,3,1
93,100,35,66,20,0,0
65,61,53,31,75,5,0
32,35,69,93,89,6,0
22,44,92,65,75,4,0
25,59,60,34,73,5,0
27,77,72,93,30,5,0
63,71,39,36,22,4,0
52,99,68,99,47,0,1
100,76,91,51,24,6,1
94,32,98,75,35,6,1
96,28,64,69,50,0,0
69,51,38,90,47,4,0
30,68,87,75,26,3,0
47,64,75,57,28,1,0
89,71,82,64,58,2,1
60,68,39,30,62,4,0
35,72,89,58,46,0,0
87,76,79,38,95,2,1
67,92,100,38,52,0,1
75,35,34,51,75,1,0
83,97,66,92,21,1,1
78,28,35,95,33,4,0
81,100,40,87,32,2,1
95,97,97,99,43,5,1
30,72,43,84,88,6,0
37,50,55,42,53,6,0
38,63,97,48,38,2,0
74,82,77,62,49,5,1
45,43,32,94,68,1,0
25,82,48,89,62,0,0
23,52,32,41,35,6,0
48,90,72,72,71,5,1
78,34,54,46,68,5,0
36,82,82,97,30,4,0
62,97,79,58,97,3,1
99,38,97,84,66,1,1
85,39,86,36,98,5,1
53,57,72,73,54,1,0
27,41,28,34,90,4,0
32,48,61,89,48,0,0
27,54,32,35,73,2,0
84,86,25,36,42,1,0
62,37,94,75,43,4,0
58,86,71,86,29,4,1
100,71,99,83,80,4,1
78,40,29,75,27,6,0
63,90,74,39,67,6,1
28,67,48,33,95,6,0
56,32,71,96,48,2,0
93,27,42,54,45,6,0
55,36,52,90,56,1,0
47,40,29,67,71,5,0
61,83,54,61,57,4,0
62,73,25,52,25,2,0
61,87,70,66,27,6,0
85,86,93,32,36,0,0
74,73,55,42,95,3,1
91,75,94,63,81,1,1
67,57,80,94,97,2,1
41,54,52,37,53,3,0
46,83,40,38,38,3,0
86,100,78,57,89,6,1
32,39,77,47,56,2,0
64,47,36,71,57,5,0
29,69,44,70,34,5,0
28,86,58,99,59,2,0
73,95,77,62,28,2,1
46,39,88,83,72,4,0
53,70,47,65,89,0,0
20,88,51,85,85,5,1
51,70,41,46,99,4,0
90,80,72,39,71,3,1
86,68,45,73,20,3,0
39,99,74,31,49,3,0
54,53,64,43,20,2,0
97,86,27,70,58,1,0
36,76,41,31,35,4,0
37,78,85,48,36,1,0
64,81,74,30,41,6,0
72,90,30,31,50,0,0
87,46,52,56,59,0,0
84,44,96,31,46,4,0
20,57,79,80,55,3,0
77,96,82,39,23,6,1
45,49,69,48,88,5,0
39,70,96,42,44,0,0
29,97,43,77,97,1,1
78,81,53,85,49,1,1
94,29,47,85,66,5,0
60,79,56,79,31,2,0
24,85,34,74,46,3,0
84,32,73,88,64,2,1
36,40,89,68,82,4,0
41,72,53,50,74,0,0
60,85,83,84,49,5,1
87,39,69,86,33,5,0
88,89,91,70,75,5,1
30,46,75,99,38,2,0
75,27,35,78,45,2,0
70,78,30,73,90,4,1
40,38,91,64,57,1,0
95,60,86,34,88,1,1
45,91,29,100,55,6,0
38,34,33,80,37,4,0
79,73,52,86,76,5,1
90,89,62,87,97,1,1
66,81,67,65,42,4,0
90,51,45,39,33,1,0
45,99,86,79,88,6,1
59,29,70,66,41,4,0
24,95,94,49,47,1,0
40,81,62,42,62,5,0
97,39,73,48,95,2,1
23,100,99,85,37,2,1
42,54,63,74,96,6,1
34,44,95,89,55,5,0
27,61,54,97,26,1,0
60,27,45,86,42,5,0
38,97,25,83,53,4,0
65,65,56,66,40,2,0
47,63,32,66,89,0,0
87,50,93,43,99,6,1
34,26,54,73,66,1,0
56,47,32,71,72,0,0
20,47,43,30,60,0,0
86,40,83,52,94,6,1
43,33,79,93,51,3,0
46,37,54,57,33,0,0
59,52,60,33,36,0,0
82,51,79,70,44,5,1
80,75,68,89,83,3,1
55,88,51,47,92,3,1
43,76,78,92,67,3,1
43,62,72,90,54,6,0
23,89,54,78,56,4,0
86,42,63,76,74,3,1
53,87,37,68,36,5,0
76,75,40,35,47,4,0
68,33,68,82,20,1,0
72,37,95,54,72,4,1
42,64,51,94,92,1,0
88,79,69,34,74,3,1
72,67,59,94,80,3,1
81,68,52,37,32,1,0
60,92,31,68,66,2,0
76,57,86,72,83,5,1
79,48,75,34,51,4,0
73,60,70,33,47,5,0
89,34,44,30,72,5,0
76,44,62,85,50,0,0
29,99,85,74,27,3,0
59,36,56,94,91,4,1
26,86,50,32,93,5,0
57,42,82,51,44,4,0
80,87,63,85,52,5,1
22,49,44,47,87,3,0
70,36,74,54,26,5,0
66,45,76,77,85,1,1
87,49,46,60,65,3,0
95,35,77,59,24,4,0
57,88,90,95,36,6,1
55,97,67,39,95,2,1
60,74,47,100,71,5,1
88,86,88,88,31,1,1
32,73,33,80,81,3,0
77,38,31,38,54,0,0
69,25,65,83,81,6,1
49,49,78,91,40,6,0
81,83,89,38,85,3,1
44,96,26,38,72,6,0
46,93,28,53,40,4,0
70,29,56,68,34,4,0
97,43,26,37,94,0,0
76,47,88,54,93,1,1
66,33,38,95,42,4,0
58,74,44,39,50,1,0
35,40,73,53,73,1,0
41,57,32,88,74,3,0
73,26,87,60,45,1,0
40,38,70,40,72,5,0
91,25,45,35,85,4,0
35,82,56,99,58,4,0
78,40,32,61,26,2,0
50,71,40,68,58,6,0
61,68,64,77,51,1,0
93,38,51,42,45,2,0
51,48,42,88,97,3,0
78,79,59,96,48,2,1
53,39,76,85,44,6,0
28,96,39,70,75,1,0
100,58,87,85,50,6,1
30,26,77,64,85,4,0
29,51,90,67,21,3,0
36,98,55,96,66,1,1
87,96,85,63,94,3,1
67,47,88,99,48,0,0
71,92,58,40,68,1,0
44,38,79,56,92,0,0
40,87,83,77,51,2,1
84,89,27,53,49,1,0
82,92,41,47,34,0,0
70,87,70,56,81,5,1
55,88,62,83,97,4,1
100,56,59,84,36,2,0
85,37,25,50,41,1,0
34,90,53,88,49,1,0
58,43,28,63,100,4,0
89,48,85,87,35,4,1
20,35,41,77,71,6,0
42,83,52,83,27,0,0
58,39,74,47,83,0,0
76,34,32,32,58,0,0
100,65,58,53,50,6,1
53,51,83,30,31,3,0
60,84,42,35,52,2,0
92,97,83,48,77,1,1
32,76,51,72,31,2,0
89,52,40,37,44,4,0
25,89,34,98,57,5,0
71,41,100,81,67,2,1
22,68,46,76,74,2,0
100,34,40,57,22,0,0
82,87,36,75,88,4,1
68,71,99,33,54,2,1
95,62,75,37,70,1,1
66,94,25,90,46,0,0
74,100,51,46,56,6,1
83,77,91,63,35,2,1
84,68,36,49,44,4,0
100,98,54,63,52,5,1
86,78,33,72,81,1,1
34,44,77,39,36,5,0
51,55,85,59,62,4,0
87,31,78,54,49,4,0
37,82,61,86,60,4,0
62,34,89,92,23,5,0
54,34,66,100,85,3,1
97,63,73,76,79,1,1
77,52,28,32,28,4,0
52,54,88,75,50,3,0
33,61,75,65,88,0,0
53,91,96,55,43,3,1
80,67,84,39,43,0,0
23,76,55,63,64,5,0
78,80,96,37,56,6,1
48,100,82,84,77,6,1
25,92,28,39,42,3,0
68,33,46,86,54,5,0
59,47,27,74,82,4,0
84,87,71,79,25,3,1
88,85,62,93,25,3,1
46,64,57,31,49,4,0
99,68,72,74,20,0,0
25,48,89,91,82,4,1
32,75,50,43,27,1,0
83,82,32,44,47,6,0
81,57,74,43,52,6,0
38,40,62,60,72,3,0
95,46,34,58,57,1,0
99,81,66,56,71,4,1
62,86,61,38,97,6,1
93,95,50,49,30,5,1
39,96,36,87,21,4,0
87,94,73,78,72,2,1
63,54,38,86,87,1,0
42,47,70,45,96,6,0
21,56,59,37,26,2,0
41,81,53,96,86,1,1
76,33,36,48,28,5,0
91,55,68,96,97,2,1
26,95,90,65,82,2,1
97,33,26,89,30,1,0
75,37,83,65,56,4,0
86,82,41,40,33,0,0
35,27,34,80,38,4,0
70,59,42,84,27,0,0
99,45,46,83,26,1,0
91,88,82,46,78,3,1
31,76,77,91,82,4,1
72,58,25,71,26,2,0
94,59,85,53,74,4,1
24,39,55,46,22,1,0
46,30,55,77,86,3,0
31,56,90,99,37,3,0
36,76,43,36,64,4,0
25,52,77,43,55,4,0
24,88,100,40,35,5,0
76,43,98,41,98,4,1
47,39,46,34,48,1,0
97,30,47,34,78,0,0
88,97,39,49,37,5,0
78,62,50,83,68,0,0
52,50,27,84,65,2,0
81,75,44,87,48,6,1
69,97,64,59,89,1,1
38,77,63,53,69,5,0
88,80,96,32,74,3,1
85,83,42,77,46,5,1
66,94,65,100,26,2,1
58,82,94,51,100,3,1
87,37,51,43,60,5,0
52,67,39,77,30,3,0
32,100,61,58,24,4,0
73,75,82,79,85,3,1
26,43,29,39,75,5,0
98,45,97,100,31,3,1
33,48,31,56,61,1,0
38,50,65,57,94,4,0
73,69,34,38,29,4,0
39,52,86,100,47,2,0
48,53,50,55,26,4,0
43,41,92,37,33,0,0
82,92,48,31,96,1,1
93,68,65,86,88,2,1
76,85,89,81,80,0,1
27,92,41,87,70,3,0
81,98,48,32,61,6,1
48,49,51,37,27,0,0
93,91,31,88,69,2,1
36,26,97,31,20,4,0
85,73,36,91,88,1,1
25,94,27,78,30,6,0
77,50,34,49,67,2,0
88,96,57,58,29,0,0
47,51,70,46,34,6,0
81,42,83,51,66,0,0
60,78,76,35,44,2,0
88,25,30,91,25,6,0
60,85,26,60,30,5,0
68,27,53,91,36,5,0
68,92,64,41,34,2,0
95,65,85,41,35,5,1
90,61,92,92,75,2,1
22,75,92,45,85,4,0
29,39,53,54,55,6,0
54,32,86,51,57,2,0
99,62,84,47,94,3,1
21,80,65,74,22,1,0
43,71,89,97,37,1,0
93,34,88,41,98,3,1
57,73,87,78,73,0,1
41,65,72,62,98,0,0
45,54,44,92,36,0,0
62,29,61,47,32,6,0
74,95,88,83,82,0,1
58,55,29,56,33,4,0
48,76,58,54,78,3,0
39,47,63,63,55,1,0
60,72,91,89,37,3,1
73,64,86,83,24,1,0
39,30,48,34,33,0,0
38,62,27,65,44,4,0
85,65,95,83,63,2,1
49,51,91,65,58,2,0
72,99,74,98,31,5,1
53,93,53,68,80,0,1
41,81,98,99,81,0,1
86,41,56,33,72,3,0
25,95,63,94,72,4,1
98,71,33,69,47,4,0
46,37,38,66,54,3,0
29,35,92,96,84,4,1
92,48,88,60,22,6,0
67,97,44,76,62,6,1
89,28,52,56,69,4,0
78,70,38,80,90,6,1
78,42,68,49,28,2,0
21,67,63,42,55,4,0
48,57,52,92,42,6,0
87,34,88,73,93,0,1
84,97,56,53,69,2,1
45,83,33,32,74,0,0
29,55,52,39,31,0,0
72,52,41,94,51,6,0
98,84,79,78,43,6,1
78,27,34,87,86,3,0
41,79,30,31,46,5,0
70,38,72,95,80,4,1
67,82,99,60,38,4,1
40,39,91,97,92,4,1
41,26,65,66,70,4,0
49,48,84,53,83,6,1
44,88,66,73,96,2,1
47,95,95,70,21,1,0
84,48,52,80,55,0,0
64,51,37,71,30,5,0
87,61,39,69,87,5,1
26,63,60,77,87,1,0
68,87,39,33,83,1,0
28,50,99,89,20,1,0
55,89,80,68,45,6,1
20,28,28,34,30,2,0
29,53,76,35,21,1,0
55,25,34,43,59,2,0
92,74,69,99,23,6,1
65,35,53,41,99,3,0
51,98,77,91,56,3,1
51,83,53,56,80,5,1
25,86,47,83,24,3,0
67,60,81,41,34,2,0
57,80,74,37,86,2,1
36,45,45,45,45,0,0
93,37,67,81,25,1,0
46,33,34,55,63,4,0
73,35,100,37,77,4,1
69,99,54,74,100,1,1
54,94,75,48,65,4,1
44,25,57,46,61,4,0
47,94,42,94,67,6,1
34,80,46,58,46,4,0
23,55,88,43,39,5,0
92,61,45,46,89,2,1
46,71,25,42,54,2,0
45,71,39,92,95,2,1
38,93,60,62,67,1,0
36,82,71,58,86,3,1
62,60,78,66,87,5,1
60,56,56,75,71,5,0
61,88,82,53,87,4,1
69,95,70,43,23,0,0
59,66,78,34,58,2,0
58,72,57,82,40,6,0
42,98,63,59,85,5,1
71,54,47,89,35,5,0
66,45,67,57,26,0,0
82,84,79,55,28,4,1
88,37,26,47,36,5,0
62,25,90,65,31,5,0
67,89,62,37,76,3,1
53,57,53,47,64,0,0
59,62,91,87,30,6,1
94,49,95,61,32,6,1
80,50,60,78,50,4,0
69,83,53,77,96,4,1
86,57,61,100,45,2,1
81,65,69,94,82,3,1
77,54,40,62,50,4,0
52,81,55,79,41,3,0
94,73,58,33,25,2,0
35,72,74,65,39,6,0
67,96,89,57,29,0,0
29,73,86,32,54,5,0
57,71,67,35,45,5,0
38,80,80,74,90,1,1
55,89,39,52,56,1,0
78,36,72,36,27,1,0
82,93,73,90,24,5,1
96,30,68,94,63,3,1
65,89,34,35,86,1,0
22,49,44,53,91,0,0
93,25,94,66,98,4,1
84,56,32,74,68,3,0
27,27,69,80,55,5,0
70,73,58,74,99,0,1
100,43,75,92,45,6,1
92,84,28,58,64,5,1
25,53,63,54,80,3,0
58,74,48,39,63,3,0
79,26,79,64,23,3,0
47,97,50,84,95,2,1
73,80,49,54,100,4,1
56,41,60,74,77,1,0
28,84,95,41,45,2,0
75,60,98,33,98,4,1
78,85,82,96,48,5,1
21,41,36,46,28,1,0
80,73,25,94,97,6,1
77,100,74,82,55,2,1
79,84,49,86,23,2,0
59,44,29,57,78,0,0
55,74,92,45,56,6,1
56,27,30,50,100,6,0
98,67,50,71,32,2,0
